track_name,track_artist,year,track_id,playlist_genre,Energy,Danceability,Valence,Acousticness,Instrumentalness,Tempo,decade
(I Don't Know Why) But I Do,"Clarence ""Frogman"" Henry",2007,spotify:track:0lnBhIrUSKbtCgUObVmj6x,Rock,0.3891550650429492,0.6862348178137653,0.7869346733668342,0.2875863392884388,0.0,0.5067985847563018,00s
Laughter In The Rain,Neil Sedaka,2007,spotify:track:2ozTcQyZQmm9tSmc4VZfwU,Rock,0.6148366912586084,0.5010121457489879,0.928643216080402,0.35115866311964045,0.005888324873096446,0.4613538430474547,00s
The Reason,Hoobastank,2003,spotify:track:6Gn02ZC8juXwQ10Xk7ACXx,R&B,0.6609760459515877,0.4797570850202429,0.07537688442211055,0.012610811605860313,0.0,0.38068862344146515,00s
Venus,Shocking Blue,1969,spotify:track:0Z3xhSOhrawLV81YdiDiiJ,Pop,0.7642880792858672,0.6993927125506072,0.9618090452261306,0.46619429671895773,0.029035532994923858,0.5878997581603667,60s
Dying For You,End Of Fashion,2008,spotify:track:60O68NxKnuSJgbZm0zJgzD,Rock,0.9418242919088523,0.52834008097166,0.4040201005025126,0.00030906240227016567,0.002467005076142132,0.6331838853120282,00s
"1, 2, 3, 4 (Sumpin' New)",Coolio,1995,spotify:track:2jyWetCebnUhzEcLDWP2Gc,Hip Hop,0.777327462133883,0.9119433198380568,0.5668341708542713,0.14026000152089216,7.096446700507614e-06,0.5267239678220207,90s
Classic,Adrian Gurvitz,1982,spotify:track:51fNdmmF7wOzS3BLbt5Zkp,Rock,0.5757185427145608,0.47773279352226716,0.41105527638190953,0.4732578882557578,4.0101522842639595e-06,0.39727322371772217,80s
You Make Me Feel Like Dancing,Leo Sayer,1976,spotify:track:2wnx10JlIHANnWlvcMqpZE,Rock,0.5185458640732605,0.7489878542510121,0.9236180904522614,0.3440950715828403,0.0,0.4407309339048152,70s
Figured You Out,Nickelback,2003,spotify:track:1Yuim9eHBfG8YUJII28XDF,Rock,0.8696061715198414,0.5506072874493928,0.7296482412060301,2.3794212633964038e-05,0.016751269035532996,0.43102063667610463,00s
Die Young,Kesha,2012,spotify:track:6mnjcTmK8TewHfyOp3fC9C,Electronic,0.7021002533953299,0.7196356275303644,0.8050251256281408,0.005022496126326401,0.0001269035532994924,0.5873949695520689,10s
Flip,Daddy Cool,1971,spotify:track:2ZgaaDyJ017iBkfH9yAAAb,Rock,0.8214607579271673,0.6862348178137653,0.8974874371859297,0.22401401545723718,0.0,0.41619820754154174,70s
I Wanna Dance With Somebody - CHR Mix,These Kids Wear Crowns,2011,spotify:track:1UC0EU6Wl8QesdcuQyTHwP,Rock,0.9348030857599208,0.6467611336032388,0.8462311557788944,0.0002686990220598789,0.0,0.5965637662736963,10s
Beat It,Michael Jackson,2008,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,R&B,0.8696061715198414,0.785425101214575,0.9226130653266332,0.04994693830037556,8.040609137055838e-06,0.6370753465832695,00s
A Man Without Love,Engelbert Humperdinck,1968,spotify:track:622sVNQCspoVUqFWzOYYcj,Pop,0.474412568279976,0.39068825910931176,0.5005025125628141,0.7356198596226218,0.0,0.506266262223915,60s
Walking On A Dream,Empire Of The Sun,2008,spotify:track:0mBkoM8r7KAQzZij5swTUL,Electronic,0.7010972239454825,0.8805668016194332,0.7296482412060301,0.24722295907815206,6.862944162436548e-06,0.5826499566340695,00s
I Love a Rainy Night,Eddie Rabbitt,1991,spotify:track:0zvNHIL7ci0ZzIoWU6RO2u,Rock,0.7201547834925827,0.6933198380566802,0.9628140703517588,0.12310556493152029,0.0,0.6032820437514054,90s
Come Home,Daniel Powter,2010,spotify:track:2xaSVQ7d7xvRkHqXIFyKRK,Rock,0.7151396362433458,0.472672064777328,0.27437185929648245,0.0549923608266614,0.0,0.8265316892521327,10s
"Touch Me (All Night Long) - 7"" Mix",Cathy Dennis,2000,spotify:track:3NTbqgdK5bo6Q9E4yBOzUp,Electronic,0.7753214032341883,0.6639676113360324,0.4753768844221105,0.0029538728905492053,0.06609137055837563,0.5415463969565836,00s
Learn To Fly,Shannon Noll,2004,spotify:track:1Mw2BnEixPT4tJbSffXyEL,Rock,0.6359003097054032,0.5334008097165992,0.26532663316582916,0.14026000152089216,0.0,0.6145893085772762,00s
The Air That I Breathe - 2008 Remaster,The Hollies,1974,spotify:track:6yLIqXX9edg1x0HZS7cZEv,Rock,0.474412568279976,0.28238866396761136,0.24723618090452262,0.24419570556238054,0.0016649746192893401,0.7699953651227783,70s
Love on Me,"Galantis, Hook N Sling",2016,spotify:track:2MHCiOohBZEQuLgDTPvSzF,Electronic,0.908724320063889,0.5688259109311742,0.6773869346733669,0.10595112834214843,0.0,0.5697044233249049,10s
Love of the Common People,Paul Young,1991,spotify:track:6cARFkZxx2JR3JlvDzeLZc,Rock,0.6108245734592189,0.7530364372469636,0.8974874371859297,0.08909941710435372,0.0,0.4163266991872903,90s
We Think It's Love,Leah Haywood,2000,spotify:track:0U4N96l1t03MXDk0FTigS1,Unknown,0.597785190611203,0.6710526315789475,0.5919597989949749,0.01846350173635189,0.0,0.4683612267280979,00s
Hear You Me,Jimmy Eat World,2001,spotify:track:0fQlm2MUzqGDBPkuqq4U1Y,Rock,0.514533746273871,0.4797570850202429,0.14974874371859295,0.012408994704808878,0.040812182741116754,0.6248869961865514,00s
Never Seen the Rain,Tones And I,2019,spotify:track:2grAr8pWMuLWn8ZYEE9wDV,Pop,0.4623762148818076,0.49696356275303644,0.32160804020100503,0.4439944376033,0.0,0.40294980106739847,10s
Little Bitty Girl,Bobby Rydell,2015,spotify:track:6SRkXiSwoU0SZnHlHV3FSG,Rock,0.6208548679576926,0.6305668016194332,0.8241206030150753,0.5580209866973601,0.0,0.5565707415344656,10s
My Humps,Black Eyed Peas,2005,spotify:track:2WNVqZq1ujhMDlOAqBFkVv,Hip Hop,0.6840457232980772,0.8117408906882592,0.5889447236180905,0.11200563537369145,1.4111675126903554e-05,0.5688049818046651,00s
"How Does That Grab You, Darlin'?",Nancy Sinatra,1966,spotify:track:3l35DNYvWELcX1z1DIZ6Tf,Pop,0.7963850216809831,0.659919028340081,0.864321608040201,0.16245986063654988,6.6395939086294415e-06,0.7491338286380345,60s
Pumped Up,Klingande,2017,spotify:track:43UgnGOThTG3uSh4elH6xn,Electronic,0.7362032546901406,0.7408906882591093,0.6462311557788945,0.007252572882944745,1.5126903553299493e-05,0.5645968804064007,10s
Miss You Much,Janet Jackson,1989,spotify:track:062mh4qAZyDV9dIQK70iu0,R&B,0.975927293203663,0.7115384615384615,0.707537688442211,0.028655255239449295,9.736040609137056e-05,0.528577918710678,80s
The Tears Of A Clown,Smokey Robinson & The Miracles,1967,spotify:track:4Dq749x2QP6OXTURJ9GGY8,R&B,0.6088185145595242,0.6002024291497976,0.9577889447236181,0.1483326775629495,0.0,0.5890653609467998,60s
Closer,Ne-Yo,2008,spotify:track:0GX5oOKtU0nnx5OkhenW2i,R&B,0.7472365786384617,0.7176113360323886,0.571859296482412,0.022802565108957715,5.370558375634518e-05,0.5783408975141455,00s
Mirror Man,The Human League,1983,spotify:track:52s6Ea6aSZMvPUIH0dSpk4,Electronic,0.6168427501583031,0.6417004048582996,0.521608040201005,0.06407412137397593,5.177664974619289e-05,0.6130932987017754,80s
Every Time I Close My Eyes (with Kenny G),"Babyface, Kenny G",1996,spotify:track:2ezqQeBiC72gwMJoO4w1hA,R&B,0.41824291908852307,0.6619433198380568,0.2804020100502513,0.06296412841819303,0.0,0.6593273462345064,90s
Sweet Melody,Little Mix,2020,spotify:track:28xX6K8LnkZve4RiuEB3iK,Pop,0.8264759051764042,0.4534412955465587,0.4211055276381909,0.07456860022865047,0.0,0.55051786722224,20s
Padam Padam,Kylie Minogue,2023,spotify:track:3k0DJq2HdWJqnqor8NX0ac,Electronic,0.6238639563072348,0.7550607287449392,0.7226130653266332,0.20282324084683664,0.001147208121827411,0.5878538682868851,20s
Brown Eyed Girl,Van Morrison,1967,spotify:track:3yrSvpt2l1xhsV9Em88Pul,Rock,0.5847458077631871,0.49696356275303644,0.9125628140703518,0.18667788876272193,0.0,0.6909454690633418,60s
Howzat,Sherbet,1976,spotify:track:78K0CsNamJ1LdSrWO7CxCn,Rock,0.705109341744872,0.409919028340081,0.6542713567839197,0.4339035925507283,1.0456852791878172e-05,0.49953421778416157,70s
(Kissed You) Good Night,Gloriana,2011,spotify:track:3d1Hbu6v1uJ2rTClxKYYRl,Country,0.7492426375381565,0.5293522267206477,0.29547738693467335,0.08143037486439922,0.0,0.5459518248108189,10s
Always Together - Remastered,Al Martino,2018,spotify:track:3QE1244xy4NsqbuqGdA321,Pop,0.39316718284233876,0.26214574898785425,0.3678391959798995,0.6266387330548475,0.014720812182741117,0.4836884444709586,10s
FOH,Toni Braxton,2018,spotify:track:3Epe1luSbnevTd0FwatVxF,R&B,0.3049005912557698,0.6568825910931174,0.46733668341708545,0.8415737326746244,0.0,0.5135306291960553,10s
Opposite of Adults,Chiddy Bang,2010,spotify:track:0wP0UlOi6rJGSiksmoMF8Y,Hip Hop,0.9017031139149574,0.6821862348178138,0.6070351758793969,0.011097184847974558,0.0,0.4405381964361924,10s
Confessions Part II,USHER,2004,spotify:track:7wBThXx7BGZHJJ3aN3OPvv,Hip Hop,0.4683943915808918,0.8552631578947368,0.7055276381909548,0.05912960729821579,0.0,0.6333123769577768,00s
One Of The Boys,Katy Perry,2008,spotify:track:7EAkSLnvMY2MiW1piLuSAC,Pop,0.9117334084134311,0.5708502024291497,0.6864321608040201,0.0020053334556074665,1.918781725888325e-06,0.669776470426271,00s
Lie,NF,2017,spotify:track:07FkzikE6FuHIa8Ma7zJGc,Hip Hop,0.6609760459515877,0.7580971659919028,0.18592964824120603,0.16245986063654988,0.0,0.43599050997416394,10s
Alone with You - 2014 Remaster,Sunnyboys,1988,spotify:track:0cK7vBvgmRQVJpqgNwehch,Rock,0.9398182330091576,0.36538461538461536,0.3949748743718593,5.971762102111925e-05,0.00016852791878172588,0.6770867272718929,80s
And When I Die,"Blood\, Sweat & Tears",1968,spotify:track:7kDPwGDjxDBONlPpkc1p77,Rock,0.4403095669851653,0.6356275303643725,0.5095477386934674,0.3350133110355258,1.3705583756345177e-05,0.5855043067646262,60s
XO,John Mayer,2014,spotify:track:7cpCU3Denug5NGZsSpQl8v,Neo mellow,0.37812174109462815,0.43623481781376516,0.35477386934673366,0.7558015497277651,0.0,0.7969694327552738,10s
Take It from Me,Girlfriend,1992,spotify:track:2Vo8c7CdHvRj25J8HIf1JN,Unknown,0.7161426656931932,0.728744939271255,0.7919597989949749,0.00812038555746591,7.431472081218274e-06,0.5096024560260287,90s
No Money,Galantis,2016,spotify:track:0gb1J5UrTpzaU1s3nupgCd,Electronic,0.9187546145623627,0.6791497975708503,0.807035175879397,0.02845343833839786,0.007736040609137056,0.5782582957418786,10s
Don't Know Why,Norah Jones,2002,spotify:track:6ybViy2qrO9sIi41EgRJgx,Jazz,0.19857946957194816,0.7408906882591093,0.6211055276381909,0.8910188734322257,1.116751269035533e-05,0.40462937043682573,00s
American Pie,Don McLean,1971,spotify:track:2QgWuCtBpNIpl5trmKCxRf,Rock,0.5105216284744815,0.5323886639676114,0.4994974874371859,0.605447958444447,0.0,0.6347395520230551,70s
Magazine Madonna,Sherbet,2008,spotify:track:6P6HC1IFlEIdJM6jWPVgk6,Rock,0.7121305478938036,0.5546558704453441,0.5809045226130652,0.2996953533515248,0.0028426395939086294,0.5669464419286596,00s
We Are The People,Empire Of The Sun,2008,spotify:track:57RHMnLMQx8Qz5V6c0E8dF,Electronic,0.7873577566323567,0.674089068825911,0.5517587939698493,0.09898844525587397,0.020101522842639597,0.5643215411655109,00s
Levitating,Dua Lipa,2020,spotify:track:39LLxExYz6ewLAcYrzQQyP,Electronic,0.8866576721672468,0.7034412955465587,0.9185929648241207,0.05660689603507287,0.0,0.47272994268354795,20s
All The Things She Said,t.A.T.u.,2002,spotify:track:4X5V6tQkV34qM455LIDvTx,Electronic,0.7542577847873934,0.5870445344129555,0.3919597989949749,0.037434290435186666,0.003644670050761421,0.41297673842313215,00s
Wake Me Up,Jessica Mauboy,2017,spotify:track:3E1noaYHi7tmZA0l8Apsz2,Pop,0.474412568279976,0.6417004048582996,0.3376884422110553,0.6266387330548475,0.0,0.4672415138151464,10s
Breathe in Now,George,2002,spotify:track:7v4LJ8nuY3gR6lECWW2XNz,Unknown,0.2697945605111117,0.4129554655870445,0.17487437185929647,0.11099655086843428,6.517766497461929e-05,0.7531629595297206,00s
Waiting On the World to Change,John Mayer,2006,spotify:track:5imShWWzwqfAJ9gXFpGAQh,Neo mellow,0.7582699025867828,0.5850202429149797,0.6663316582914574,0.1584235226155212,0.00023553299492385787,0.8110530349267827,00s
Hurts So Good,John Mellencamp,1982,spotify:track:6LOvBuAV5KqwnNyPIVx79u,Rock,0.7392123430396828,0.7945344129554657,0.9758793969849247,0.04247971296147251,0.00010081218274111675,0.5756746958648635,80s
Better When I'm Dancin',Meghan Trainor,2015,spotify:track:5k5fWendNngd89O8JKoE8L,Pop,0.7913698744317462,0.7651821862348178,0.8773869346733668,0.5348120430764453,0.0007218274111675128,0.5873307237291946,10s
50 Ways to Leave Your Lover,Paul Simon,1975,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,Rock,0.37310659384539124,0.8248987854251012,0.29447236180904524,0.16750528316283572,0.00011776649746192893,0.4666265895104927,70s
Stay,Lisa Loeb & Nine Stories,1995,spotify:track:4ARhdB2FzpXcko8T03YVen,Rock,0.5937730728118135,0.6852226720647774,0.3376884422110553,0.4581216206769004,0.0,0.36856910785496966,90s
I Love the Way You Love,Marv Johnson,2013,spotify:track:5ByR77vaqoXFHqkBG0DweN,Blues,0.7803365504834251,0.7510121457489879,0.9015075376884423,0.7023200709491352,0.0,0.6186276174436586,10s
Don't Fall In Love,The Ferrets,1977,spotify:track:6zU7qPbE6S9ShTSToWTgEp,Rock,0.697085106146093,0.652834008097166,0.5919597989949749,0.2381411985308375,0.002467005076142132,0.4141377522222171,70s
Words Of Love,The Mamas & The Papas,1966,spotify:track:59zGWeM47BIpJBTUshvOD4,Rock,0.6990911650457877,0.444331983805668,0.6301507537688442,0.533802958571188,0.0,0.5318819896013546,60s
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,2002,spotify:track:1a3xfVZyJnlKn4t65ccBbp,Hip Hop,0.7482396080883091,0.7115384615384615,0.06582914572864322,0.005395857393271553,1.8274111675126904e-05,0.7864927746394202,00s
The Honeymoon Is Over,The Cruel Sea,1993,spotify:track:5W52WxNMAOlvAuE64v6d9U,Rock,0.7562638436870881,0.4696356275303644,0.5909547738693467,0.010047736962507103,0.007918781725888325,0.4333747871857117,90s
It's A Hard Rain Gonna Fall,Leon Russell,1997,spotify:track:4eh67nubmsyFPzcST1yFw8,Rock,0.4683943915808918,0.6852226720647774,0.8592964824120602,0.378403944761584,0.0007482233502538072,0.3936662796620669,90s
How Bizarre,OMC,1996,spotify:track:6RT3PxDEQOa7m6tK502DNa,Pop,0.6770245171491456,0.7935222672064778,0.8582914572864322,0.2633683111622668,1.4213197969543146e-06,0.5732012316842042,90s
In These Arms,Bon Jovi,1992,spotify:track:0vTKR5TQD03kASmEGlyDF3,Rock,0.9177515851125154,0.5161943319838057,0.4613065326633166,0.008917562316619073,1.7766497461928932e-05,0.565624813572389,90s
The Reaper,"The Chainsmokers, Amy Shark",2019,spotify:track:0g8Dq6OpSmWengqtLrVr77,Pop,0.565688248216087,0.6406882591093117,0.6512562814070352,0.13622366349986348,0.0,0.7526306369973338,10s
#thatPOWER,"will.i.am, Justin Bieber",2013,spotify:track:4DQHskgY5OOkwn9xavjv1g,Electronic,0.6048063967601346,0.8036437246963564,0.4040201005025126,0.0015916088084520273,9.644670050761421e-05,0.5873766136026762,10s
Back for Good - Radio Mix,Take That,1995,spotify:track:1cnoj3gWltCrWBZ77jZtmj,Pop,0.5185458640732605,0.575910931174089,0.5105527638190955,0.3158407054356395,0.0,0.36181411847847533,90s
Can You Feel The Love Tonight,Elton John,2002,spotify:track:46C6OS7z78QtCxEACPrspw,Rock,0.30590362070561716,0.3117408906882591,0.1457286432160804,0.8163466200431954,9.695431472081219e-05,0.5747385424458384,00s
Not Enough Indians,Dean Martin,2013,spotify:track:3qxvIhgdd3k22ioRqmgamM,Jazz,0.4242610957876073,0.5637651821862348,0.7025125628140703,0.8526736622324533,0.0,0.649961223056908,10s
Hotel,Kita Alexander,2017,spotify:track:2BTw5ZxeBygVJpdMK1Ur3c,Rock,0.6228609268573874,0.4180161943319838,0.2,0.35115866311964045,3.1979695431472083e-06,0.5944344761441492,10s
Same Love (feat. Mary Lambert),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Mary Lambert",2012,spotify:track:01uqI4H13Gsd8Lyl1EYd8H,Hip Hop,0.474412568279976,0.6963562753036436,0.3005025125628141,0.7225017610542785,4.527918781725888e-05,0.3898711871251371,10s
Lady In Blue,Joe Dolan,1993,spotify:track:20jLDIyJrTOSletWud3KRv,Unknown,0.5887579255625767,0.4544534412955466,0.49547738693467336,0.010592642595345975,5.7157360406091374e-06,0.5421704992359336,90s
I'd Lie For You (And That's The Truth),Meat Loaf,1995,spotify:track:0hrh211HEFDbqIpG6znlwQ,Rock,0.597785190611203,0.4230769230769231,0.2844221105527638,0.5580209866973601,0.0,0.7848315612193857,90s
Boy Oh Boy,Racey,2003,spotify:track:2P2Z5SKtWUt46qfYfWkB8m,Rock,0.5506428064683765,0.7105263157894737,0.829145728643216,0.39051295882467,0.0,0.6327020416404712,00s
Thorn in My Side - Remastered,"Eurythmics, Annie Lennox, Dave Stewart",1986,spotify:track:3v9ELl9T121dhadZyIiQVn,Electronic,0.9057152317143469,0.6710526315789475,0.7788944723618091,0.04247971296147251,1.4619289340101522e-05,0.5608017878694709,80s
Little Boy Sad,M.P.D. Limited,2018,spotify:track:2MEUc59MuSe9VpoGwwf5Jt,Unknown,0.7301850779910564,0.6012145748987854,0.9115577889447236,0.06599138193396455,0.0028629441624365482,0.5363103623923309,10s
Turning Japanese - Non Stop Edit,The Vapors,1980,spotify:track:1MANhf0nwr6gFwsRJMeDbr,Rock,0.9107303789635838,0.5091093117408907,0.9246231155778895,0.02754526228366641,8e-05,0.825691904567419,80s
Alone (Feat. Big Sean & Stefflon Don),"Halsey, Big Sean, Stefflon Don",2018,spotify:track:3tbNT2X5tfMIVeUflYbZUZ,Hip Hop,0.6639851343011297,0.45040485829959515,0.4814070351758794,0.01654624117636327,0.0,0.9179810291263026,10s
I Want to Wake Up With You,"Boris Gardiner, Rudy Thomas, Steven Stanley, Willie Lindo",1986,spotify:track:24WQvfKUCLKN1z0AcnNCc7,Unknown,0.32395815080286994,0.7206477732793523,0.7346733668341708,0.7275471835805644,8.507614213197969e-06,0.37413554950829,80s
America,Rogue Traders,2003,spotify:track:07TpJXlJ7y50uxqhOiK06t,Electronic,0.8806394954681624,0.6548582995951417,0.24020100502512562,0.021288938351071963,0.0008395939086294417,0.5873031898051057,00s
Filthy,Justin Timberlake,2018,spotify:track:5ZpjODX6OH1xZs3AOewTO6,Electronic,0.5807336899637976,0.7540485829959515,0.6482412060301508,0.03571884677624948,0.01197969543147208,0.44514095074639876,10s
Love Me Tonight,Tom Jones,1987,spotify:track:5FbXuglHWaQtdmR9Hb19ox,Pop,0.6228609268573874,0.49291497975708504,0.8120603015075377,0.2058504943626081,0.0,0.48380775814201077,80s
Closer,"The Chainsmokers, Halsey",2016,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,Electronic,0.5255670702221921,0.757085020242915,0.664321608040201,0.4177582404666136,0.0,0.43599968794886035,10s
Magic,Pilot,1974,spotify:track:500h8jAdr7LvzzXlm1qxtK,Rock,0.589760955012424,0.3977732793522267,0.7316582914572864,0.3481314096038689,0.0,0.9322298348423453,70s
Soul Limbo,Booker T. & the M.G.'s,1968,spotify:track:06yzME6dtXmBFO4DB5rVaT,R&B,0.6649881637509771,0.7115384615384615,0.978894472361809,0.1099874663631771,0.8091370558375635,0.5704065383891737,60s
Supreme,Robbie Williams,2000,spotify:track:7rQiW2mJDbP77h2RLlASTw,Electronic,0.8505486119727412,0.5678137651821863,0.7597989949748744,0.0028126010598132018,1.0253807106598987e-06,0.44157530757687696,00s
July,Noah Cyrus,2020,spotify:track:6J2LdBN97cDWn0MLxYh9HB,Pop,0.18654311617377967,0.7165991902834008,0.3236180904522613,0.8758826058533682,0.0,0.33288973122301097,20s
To Her Door,Paul Kelly,2010,spotify:track:7vpSxQD4FpYvYLHVN9TSa4,Rock,0.7943789627812884,0.5394736842105263,0.4964824120603015,0.035315212974146616,0.0001451776649746193,0.7532822732007728,10s
Love Child,Diana Ross & The Supremes,1997,spotify:track:69EILuL34ggLWQsa626bes,Pop,0.9628879103556471,0.5809716599190283,0.6542713567839197,0.1261328184472918,2.3045685279187817e-05,0.48188038345578277,90s
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,1990,spotify:track:43TDFuJclqZSQrHZvOpMSv,Electronic,0.5155367757237184,0.7459514170040485,0.9065326633165829,0.02431619186684347,0.004862944162436549,0.5009338589253509,90s
Standing,Kayls,2021,spotify:track:0JzvEqMgKqQVwZSjtEWPgJ,Unknown,0.7793335210335778,0.6791497975708503,0.22311557788944725,0.00268142007412977,0.021928934010152286,0.7897234217325263,20s
Just Another Day,Jon Secada,1992,spotify:track:5AoBNJQDXXEnIJGjJjZu3y,Rock,0.6439245453041822,0.7257085020242915,0.735678391959799,0.019573494692134777,0.00025279187817258883,0.4859462262462542,90s
Anna Sun,WALK THE MOON,2012,spotify:track:0B1ir19jaWI1KNDbWbXwEZ,Electronic,0.8635879948207571,0.47874493927125505,0.30954773869346736,0.0021365144412908983,0.0,0.6423480930463075,10s
1999,Prince,1982,spotify:track:2H7PHVdQ3mXqEHXcvclTB0,R&B,0.7321911368907511,0.8765182186234818,0.628140703517588,0.13824183251037783,0.0,0.5439005474661905,80s
Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",2020,spotify:track:7ju97lgwC2rKQ6wwsf9no9,Electronic,0.8575698181216729,0.6801619433198381,0.649246231155779,0.021188029900546246,0.0,0.5647024271154084,20s
Bad Medicine,Bon Jovi,1988,spotify:track:3btRbeejnidrYVyJt6J7Gz,Rock,0.9739212343039683,0.5566801619433199,0.8231155778894472,0.04994693830037556,0.0,0.5447540991129487,80s
Let It Be Me,Johnny Young & Kompany,1966,spotify:track:00EFiTY9J25JGmLPp7zF6F,Country,0.3500369164989016,0.35425101214574894,0.25728643216080405,0.7739650708223942,0.05532994923857868,0.4253715932505174,60s
And The Boys,Angus & Julia Stone,2010,spotify:track:6HIElrRO0GdlFZB54iVyiI,Rock,0.4212520074380652,0.8006072874493928,0.5095477386934674,0.5630664092236459,0.017563451776649745,0.458357234309105,10s
Say It Isn't So,Bon Jovi,2000,spotify:track:4Z0pQEQKDRjtSUBSBrZTHP,Rock,0.8074183456293043,0.45951417004048584,0.5889447236180905,0.022701656658431997,0.0,0.4188231083046904,00s
I Hear You Knocking,Dave Edmunds,2005,spotify:track:4jrEJvfSn7kJcZR4oD7VGo,Rock,0.44632774368424954,0.5344129554655871,0.9748743718592965,0.019977128494237644,0.0003898477157360406,0.9469880181540339,00s
Manic Monday,The Bangles,1986,spotify:track:084PXFhuurZHjsjgdwQci6,Rock,0.6178457796081505,0.6902834008097166,0.8341708542713567,0.3753766912458125,6.913705583756345e-06,0.5581585311569296,80s
Sharp Dressed Man - 2008 Remaster,ZZ Top,1983,spotify:track:1UBQ5GK8JaQjm5VbkBZY66,Rock,0.8615819359210624,0.6082995951417004,0.4482412060301508,0.0003595166275330241,0.0012588832487309646,0.5742888216857186,80s
New Thang,Redfoo,2015,spotify:track:4PVm8e67skz8B8wiJP2kwk,Unknown,0.8435274058238096,0.7520242914979757,0.8180904522613065,0.015738973572157533,0.0,0.45891250177823256,10s
Shine,Olly Alexander (Years & Years),2015,spotify:track:3ISw0ZbIocgoNoxu7cpTUl,Electronic,0.7341971957904458,0.6700404858299596,0.43316582914572865,0.2129140858994083,0.0,0.49562440056352763,10s
Stop Your Fussin',Toni Childs,1988,spotify:track:2CBSaKuKgKCa40jEbitmcv,Unknown,0.5155367757237184,0.8248987854251012,0.8150753768844222,0.18465971975220757,2.16243654822335e-06,0.5428726143002024,80s
Here Without You,"3 Doors Down, Jack Joseph Puig",2012,spotify:track:135cNW8kQtiTId7qcsJfVC,Rock,0.6720093698999088,0.4746963562753036,0.15879396984924624,0.008221294007991627,0.0,0.6610206825659781,10s
Help I'm Alive,Metric,2009,spotify:track:1z4xjDLLWJgG48Bn8OCxZv,Electronic,0.8796364660183151,0.5718623481781376,0.39095477386934674,0.008201112317886484,0.0025482233502538074,0.5437215769596123,00s
Love Is Like Oxygen,Sweet,2014,spotify:track:16Juy52x1pHGR13JubZtUz,Rock,0.8194546990274726,0.5506072874493928,0.414070351758794,0.4883941558346154,0.0,0.5735132828238793,10s
Bright Lights Bigger City,CeeLo Green,2010,spotify:track:7kPYMrNaz5UTih75OfjTIV,Hip Hop,0.7512486964378513,0.6396761133603239,0.7055276381909548,0.00028181712062822216,1.3299492385786802e-05,0.500172087025556,10s
Natural,Imagine Dragons,2018,spotify:track:2FY7b99s15jUprqC0M5NCT,Rock,0.6128306323589137,0.7125506072874493,0.22110552763819097,0.21896859293095133,0.0,0.4588712008920991,10s
Please Don't Go,Joel Adams,2015,spotify:track:3cNjgVBKTJ1SvKhunrCdVy,R&B,0.7703062559849514,0.5192307692307693,0.23618090452261306,0.011904452452180293,1.969543147208122e-05,0.3866864299055127,10s
My Happiness,Powderfinger,2000,spotify:track:251PhjPNakilcDWfUXCo2Y,Rock,0.8114304634286937,0.4524291497975709,0.507537688442211,0.0019447883852920366,0.0,0.39412517839688316,00s
Breakin' In A Brand New Broken Heart,Connie Francis,1987,spotify:track:1f21MoeMJNbGkhaM6rnvWD,Rock,0.16347343882729007,0.2591093117408907,0.2623115577889447,0.760846972254051,0.0,0.3815238191388306,80s
That's All You Gotta Do,Brenda Lee,2015,spotify:track:71kj6vbwfqjThqsDxhtYPE,Rock,0.6519487809029613,0.5941295546558704,0.964824120603015,0.38445845179312704,1.0253807106598987e-06,0.4503494513865625,10s
Nothing's Gonna Stop Us Now,Starship,1987,spotify:track:3X7uFMzJrEE0sxn62qd8Ch,Electronic,0.8044092572797621,0.6508097165991903,0.5326633165829145,0.030168881997335046,0.0,0.44049689555005894,80s
And We Danced,The Hooters,1985,spotify:track:5xkNd7kCRmjT2DxSAYVVyC,Rock,0.9478424686079365,0.5678137651821863,0.7266331658291457,0.08768669879699369,0.0,0.6689871646023872,80s
How To Make Gravy,Paul Kelly,2010,spotify:track:5XSwdC5vHtheRRrMmGoEVV,Rock,0.737206284139988,0.4008097165991903,0.36180904522613067,0.05569871998034142,0.0,0.4343292965541294,10s
Anaconda,Nicki Minaj,2014,spotify:track:5eqiMMbaeUZ32Q7sS00H35,Hip Hop,0.6068124556598293,0.9757085020242915,0.649246231155779,0.06740410024132458,7.898477157360406e-06,0.5965499993116519,10s
Nothing Else Matters,Metallica,1991,spotify:track:3ZFwuJwUpIl0GeXsvF1ELf,Hip Hop,0.3650823582466122,0.5647773279352227,0.17085427135678394,0.05095602280563273,5.096446700507615e-06,0.6524209202755228,90s
WAP (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion",2020,spotify:track:051wt8AyLFgYnVuberd3vO,Hip Hop,0.4443216847845548,0.945344129554656,0.3608040201005025,0.02744435383314069,0.0,0.6104546309765824,20s
Tell Her About It,Billy Joel,1983,spotify:track:0RfdoNWHJbZxAI3sOWS8Q7,Rock,0.8946819077660257,0.5728744939271254,0.7547738693467336,0.006889302461052163,0.0,0.8407759059808272,80s
