track_name,track_artist,year,track_id,playlist_genre,Energy,Danceability,Valence,Acousticness,Instrumentalness,Tempo,decade
Sucker DJ - Radio Edit,"Dimples D., Ben Liebrand",1990,spotify:track:5HBc1VOi4e7nRK4MTGUGHj,Hip Hop,0.7472365786384617,0.854251012145749,0.6894472361809045,0.015839882022683247,1.1472081218274112e-05,0.49611542220978094,90s
Take Me Home Tonight,Eddie Money,1986,spotify:track:7b4yGtR0rujvLi5EBfKKJ2,Rock,0.7703062559849514,0.6153846153846154,0.7517587939698492,0.10191479032111976,1.4314720812182743e-06,0.6089540321137334,80s
Another Saturday Night,Yusuf / Cat Stevens,2000,spotify:track:3d6BLhDLG07jgUuTgJ1crq,Rock,0.8655940537204518,0.7621457489878543,0.9688442211055276,0.6185660570127902,7.137055837563452e-06,0.6422930251981295,00s
Rockabilly Rebel,Matchbox,1979,spotify:track:5iE8XbgDYW0OeRINyq3VPG,Rock,0.9669000281550366,0.6467611336032388,0.9296482412060302,0.5610482402131316,0.004903553299492386,0.4947341370179842,70s
Flash Delirium,MGMT,2010,spotify:track:5esEbMt6LHtiha7cqsGdO7,Rock,0.8064153161794568,0.5819838056680161,0.4010050251256282,0.08334763542438786,0.0003685279187817259,0.5602235754636025,10s
When Will I Be Famous?,Bros,2004,spotify:track:0CkxNpmg58xn1PTuHNOPns,Rock,0.8034062278299148,0.652834008097166,0.4623115577889447,0.0025401482433937664,3.451776649746193e-05,0.5666068568648956,00s
Jack and Jill,"Ray Parker Jr., Raydio",2018,spotify:track:69rqnL1uOJ9c2rsRaGDs58,Rock,0.4593671265322654,0.7024291497975708,0.38793969849246235,0.0860721635885822,0.0,0.48649690472803364,10s
Never Again,Kelly Clarkson,2007,spotify:track:24y3tSyLdRbpVsKhQrR2oj,Electronic,0.9127364378632785,0.520242914979757,0.4743718592964824,0.0016925172589777444,0.001898477157360406,0.6695653770082556,00s
Higher,Creed,1999,spotify:track:1e5grnGb7YIcX9EuJM1mtB,Rock,0.8244698462767095,0.46558704453441296,0.45025125628140705,4.760860695803323e-05,0.00014213197969543145,0.7148082032737835,90s
Quarter To Three,Gary U.S. Bonds,1998,spotify:track:73QrH5GoOXsiCNOMmWvh4k,Blues,0.8395152880244201,0.4848178137651822,0.8884422110552764,0.9323913381477698,0.07451776649746193,0.7588854267528784,90s
Guantanamera,The Sandpipers,1966,spotify:track:6gtg5a7wYlQjy7n593D6dx,Pop,0.2577582071129432,0.32186234817813764,0.6512562814070352,0.827446549601024,0.0032487309644670054,0.9446522235938195,60s
Yo (Excuse Me Miss),Chris Brown,2005,spotify:track:1zpu1PZ8ecmcX525Z3X8cl,Hip Hop,0.6348972802555559,0.6123481781376519,0.5949748743718593,0.12007831141574879,0.0,0.40043503600060576,00s
Jellyhead,Crush,1997,spotify:track:0xdFJkARYp9VZ2vfdNxkYX,Unknown,0.9709121459544261,0.6892712550607288,0.9698492462311558,0.01866531863740332,0.4852791878172589,0.6286270208753034,90s
Blind Faith,"Chase & Status, Liam Bailey",2011,spotify:track:5uFNJWnU1imR5jC5FuSLQM,R&B,0.8485425530730465,0.45546558704453444,0.4040201005025126,0.005274767252640694,0.0,0.6426509662112861,10s
Some Girls,Racey,2003,spotify:track:4areksgU8Nn6bf0kIAY8q0,Rock,0.8465364941733518,0.7368421052631579,0.9326633165829146,0.6256296485495904,4.984771573604061e-05,0.4189745448871797,00s
Mother & Father,BROODS,2014,spotify:track:5KNXWPxIipJH1aetZLHpUM,Rock,0.8645910242706045,0.6244939271255061,0.4743718592964824,0.01836259328582617,1.350253807106599e-06,0.3991547085304685,10s
Going On,Gnarls Barkley,2008,spotify:track:1wQ1T9oOA181rViSBhulZI,Hip Hop,0.8996970550152626,0.4483805668016194,0.4924623115577889,0.0021264235962383266,0.0,0.6881002969074814,00s
What You're On,Rogue Traders,2007,spotify:track:0YVEEqELeoCl8VnHa5EyBh,Electronic,0.5777246016142555,0.5921052631578947,0.2834170854271357,0.008271748233254486,0.0021218274111675125,0.5926585380404106,00s
Into the Night (feat. Chad Kroeger),"Santana, Chad Kroeger",2007,spotify:track:5Hv1QAbRWrUSUHaT0CmnMS,Rock,0.8465364941733518,0.6022267206477733,0.6060301507537689,0.013821713012168915,0.0,0.5873031898051057,00s
Out of Time (Stereo Version),Chris Farlowe,1966,spotify:track:701LzRhwgjnJgxEILYspx5,Blues,0.6880578410974667,0.520242914979757,0.7517587939698492,0.5045395079187301,0.0,0.5830859104321449,60s
Friday on My Mind,The Easybeats,1965,spotify:track:2CT08rpgdut8qQs7IAzMGi,Rock,0.9939818233009158,0.3785425101214575,0.5125628140703518,0.3834493672878698,0.0007299492385786803,0.4364356417469357,60s
Little Arrows,Leapy Lee,2018,spotify:track:0muXMTDH3abG3x2EUzu7S1,Unknown,0.6760214876992983,0.6589068825910932,0.9417085427135679,0.6326932400863906,0.0,0.4775529683864661,10s
she's all i wanna be,Tate McRae,2022,spotify:track:7l9IqDtVWJurTvkQHq1BGh,Pop,0.6278760741066243,0.6093117408906883,0.6221105527638191,0.013014445407963178,9.157360406091371e-06,0.734779476212984,20s
What Took You So Long?,Emma Bunton,2001,spotify:track:6WJtzSaXumGZ7pIa0z7QIP,Pop,0.7743183737843409,0.6761133603238867,0.9155778894472362,0.12411464943677747,0.0,0.5415509859439317,00s
Where Are You Now,"Lost Frequencies, Calum Scott",2021,spotify:track:3uUuGVFu1V7jTQL60S1r8z,Electronic,0.637906368605098,0.6791497975708503,0.2633165829145729,0.5196757754975877,0.000417258883248731,0.5551114435577501,20s
Everyday,Slade,1974,spotify:track:5qgGXHf4yXNk2Z1LzMQDCh,Rock,0.4653853032313497,0.5273279352226721,0.264321608040201,0.6559021837073055,3.634517766497462e-06,0.39229417244496656,70s
Bad Girls,M.I.A.,2013,spotify:track:6nzXkCBOhb2mxctNihOqbb,Rock,0.9147424967629733,0.6467611336032388,0.34472361809045227,0.0010769757107708712,0.0,0.6582810571191255,10s
We're Going Home,Vance Joy,2018,spotify:track:0pRg3uYbv1BdeNQXpo76Mx,Rock,0.6900638999971613,0.5961538461538461,0.4552763819095478,0.29162267730946745,3.6446700507614212e-06,0.4400930646634207,10s
Fast Car,"Jonas Blue, Dakota",2015,spotify:track:6OZh916QF8XNunWaP97WEZ,Electronic,0.5887579255625767,0.4645748987854251,0.5839195979899497,0.4571125361716432,0.0,0.5226902479429864,10s
I'll Be Your Baby Tonight (feat. UB40),Robert Palmer,2000,spotify:track:4v5w2QRwRT7cSXUrNu1Ttb,Electronic,0.7683001970852567,0.5323886639676114,0.9778894472361809,0.05801961434243291,0.2182741116751269,0.5176102389485712,00s
The Reason,Hoobastank,2003,spotify:track:0PIraUtGOhQUagM1sZAZNk,R&B,0.6168427501583031,0.4817813765182186,0.08030150753768844,0.011904452452180293,0.0,0.3808033481251692,00s
Wand'rin' Star,Lee Marvin,1977,spotify:track:7iZfg9nHKc44UYgj9V5Rih,Unknown,0.2607672954624854,0.29048582995951416,0.3758793969849246,0.9142278170531407,0.012994923857868022,0.4478255083450735,70s
Stitches,Shawn Mendes,2015,spotify:track:5t4B1kAlCD13YY9poph0Mg,Pop,0.7562638436870881,0.6012145748987854,0.7437185929648241,0.015436248220580383,0.0,0.3358404500878791,10s
Renegades,X Ambassadors,2015,spotify:track:46GGxd8TVRt6FjUBfCavVT,Rock,0.860578906471215,0.520242914979757,0.6030150753768844,0.012812628506911745,0.053604060913705585,0.4122425004474262,10s
Feel Like Makin' Love,Roberta Flack,1975,spotify:track:7gkboYtvhuXNS4EUwmFPcw,R&B,0.2647794132618749,0.6892712550607288,0.6954773869346733,0.8405646481693673,0.44771573604060916,0.43048831414371785,70s
Adore You,Miley Cyrus,2013,spotify:track:5AnCLGg35ziFOloEnXK4uu,Pop,0.6569639281521982,0.590080971659919,0.2020100502512563,0.11200563537369145,3.6243654822335028e-06,0.5495725358285187,10s
Sweat - Remix,"Snoop Dogg, David Guetta",2011,spotify:track:0R7YVi7w41Dr9jU5vblAok,Hip Hop,0.7341971957904458,0.8228744939271254,0.7346733668341708,0.06023960025399869,0.0013908629441624365,0.5966601350080079,10s
I Have Nothing,Whitney Houston,1992,spotify:track:31er9IGsfFbwqy1pH4aiTP,Electronic,0.40219444789096515,0.5475708502024292,0.24120603015075376,0.5812299303182749,0.0,0.7018534919899226,90s
Break on Through (To the Other Side),The Doors,1967,spotify:track:6ToM0uwxtPKo9CMpbPGYvM,Rock,0.753254755337546,0.42611336032388664,0.7929648241206031,0.20181415634157948,0.0,0.4122700343715152,60s
Love the One You're With,"Crosby\, Stills & Nash",1980,spotify:track:6kXGGyEPSRS1g9Ltm70jo9,Rock,0.490461039477534,0.6163967611336032,0.13165829145728644,0.06800955094447889,0.0,0.4458797777094528,80s
NO BAD DAYS (feat. Collett),"Macklemore, Collett",2023,spotify:track:5C8ySsx3AT121g24uYR823,Hip Hop,0.860578906471215,0.77834008097166,0.864321608040201,0.11806014240523446,0.018883248730964464,0.7344628360859609,20s
Take Good Care of Her,Adam Wade,2015,spotify:track:5DwfuDBJbNULiRSq2GZO4u,Unknown,0.3289732980521068,0.2216599190283401,0.39597989949748746,0.7467197891804506,0.0,0.36914732026083796,10s
Dr. Heckyll & Mr. Jive,Men At Work,1996,spotify:track:5f4oy73KathdqPVm746x9x,Rock,0.8124334928785412,0.4423076923076923,0.6190954773869347,0.15438718459449252,0.0,0.6778989780325176,90s
Evie (Part One),Stevie Wright,1974,spotify:track:0rSckbp0aam2nGy1ri9Aty,Rock,0.9528576158571734,0.48785425101214575,0.7899497487437186,0.03723247353413524,0.0002101522842639594,0.4139404257662462,70s
My Friends,Red Hot Chili Peppers,1995,spotify:track:6HksxcBzMVdT17aq1Q79Xe,R&B,0.7111275184439563,0.444331983805668,0.3206030150753769,0.005698582744848703,0.0015431472081218274,0.37322693001335394,90s
Johnny Angel,Shelley Fabares,2012,spotify:track:1VHVB3N84lUqYdBmq7dNbL,Pop,0.3711005349456965,0.4068825910931174,0.7648241206030151,0.8516645777271962,0.0,0.4916824604314566,10s
If You Could Read My Mind,Stars On 54,1998,spotify:track:63wZlylRUopU7xfLsWICOC,Unknown,0.8826455543678573,0.6163967611336032,0.39095477386934674,0.04086517775306104,0.0,0.5827142024569437,90s
Hello Mary Lou,Creedence Clearwater Revival,1972,spotify:track:01QwobyKNu7WRCVuTQbRDN,Rock,0.5416155414197501,0.6558704453441296,0.9678391959798994,0.03581975522677519,4.182741116751269e-06,0.4747490971167392,70s
Sex (Cheat Codes X Kris Kross Amsterdam),"Cheat Codes, Kris Kross Amsterdam",2016,spotify:track:5wLsOFWBXXyoAgX7qQ6wbo,Electronic,0.6940760177965509,0.5161943319838057,0.2100502512562814,0.004548226408855532,0.0,0.47000408419873985,10s
Hands To Myself,Selena Gomez,2015,spotify:track:3CJvmtWw2bJsudbAC5uCQk,Pop,0.5085155695747867,0.8208502024291499,0.44020100502512566,0.014729889066900367,2.1725888324873094e-06,0.5094510194435394,10s
I Don't Belong In This Club,"Why Don't We, Macklemore",2019,spotify:track:45ZGEdLxCZvdMX9jWlsAAx,Hip Hop,0.5446246297692923,0.8066801619433199,0.16482412060301507,0.020380762296340508,0.0,0.5278987485831501,10s
You Make My Dreams (Come True),Daryl Hall & John Oates,1980,spotify:track:4o6BgsqLIBViaGVbx5rbRk,Rock,0.5024973928757025,0.7601214574898786,0.9065326633165829,0.2361230295203232,0.11370558375634518,0.7666224594218792,80s
5.7.0.5,City Boy,2015,spotify:track:48TX0FwarzQpMLuI2V0sfe,Unknown,0.6318881919060138,0.6852226720647774,0.8994974874371859,0.017858051033197587,3.949238578680203e-06,0.5704661952246998,10s
The Scientist,Coldplay,2002,spotify:track:75JFxkI2RXiU7L9VXzMkle,Pop,0.44331865533470743,0.5637651821862348,0.21407035175879396,0.7376380286331361,1.4822335025380712e-05,0.6712633023270754,00s
Bleeding Love,Leona Lewis,2007,spotify:track:7wZUrN8oemZfsEd1CGkbXE,R&B,0.6579669576020455,0.645748987854251,0.22613065326633167,0.18970514227849344,0.0,0.47741988775336947,00s
Motivation,Normani,2019,spotify:track:0rIAC4PXANcKmitJfoqmVm,R&B,0.8896667605167888,0.6062753036437247,0.8854271356783919,0.019371677791083338,1.2284263959390865e-06,0.7843405395731324,10s
Crazy for You,Madonna,1995,spotify:track:6iABG3ruJ1ArrulilbVhai,Electronic,0.7141366067934983,0.6751012145748988,0.5407035175879398,0.12209648042626313,0.0,0.4359950989615121,90s
Can't Help Myself,Flowers,1982,spotify:track:0ppQBZJl79XXdHzmhYNd3b,Rock,0.7301850779910564,0.7439271255060729,0.7899497487437186,0.0017429714842406028,0.005218274111675127,0.6397461372198996,80s
Lot to Learn,Luke Christopher,2015,spotify:track:3TRFq09DUgYj1mug6RRqJW,Hip Hop,0.8485425530730465,0.409919028340081,0.6050251256281407,0.0956584663885253,0.0,0.3773616076140478,10s
Like I'm Gonna Lose You,Jasmine Thompson,2015,spotify:track:2pV8RpdLemcyMWko8dASVt,Pop,0.17450676277561117,0.402834008097166,0.15376884422110554,0.9667002113265134,4.223350253807106e-06,0.790003349960764,10s
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,1975,spotify:track:7ePFDzrnLt3Ynqgy2UFWri,R&B,0.589760955012424,0.7358299595141701,0.9688442211055276,0.0585241565950615,5.5431472081218275e-06,0.47914993598362643,70s
Isn't It Time,The Babys,1977,spotify:track:3pyoAvbBO4kDKkh999Miyj,Rock,0.932797026860226,0.5293522267206477,0.314572864321608,0.3925311278351844,0.00013604060913705585,0.538127601382203,70s
Heat Waves,Glass Animals,2020,spotify:track:6CDzDgIUqeDY5g8ujExx2f,Rock,0.5265700996720395,0.770242914979757,0.5336683417085427,0.4439944376033,6.8020304568527926e-06,0.3711114068458513,20s
Love Generation - Radio Edit,Bob Sinclar,2009,spotify:track:77gYpyxmd4b4VXw6qeuPJR,Electronic,0.884651613267552,0.7246963562753036,0.47135678391959795,0.14934176206820668,0.0014720812182741115,0.5877758555019663,00s
2step (feat. Leto),"Ed Sheeran, Leto",2022,spotify:track:0rGZhcaioQRufndluiOxdF,Hip Hop,0.7031032828451772,0.7388663967611336,0.5246231155778894,0.2754773252253528,0.0,0.43581612845493384,20s
Say My Name,Destiny's Child,1999,spotify:track:7H6ev70Weq6DdpZyyTmUXk,R&B,0.6800336054986877,0.72165991902834,0.7376884422110552,0.2754773252253528,0.0,0.633321554932473,90s
Creep,Radiohead,1993,spotify:track:6b2oQwSGFkzsMtQruIWm2p,Rock,0.43128230193653894,0.521255060728745,0.10452261306532663,0.010289917243768824,0.00014314720812182743,0.42145718704253526,90s
Hello,Adele,2015,spotify:track:4aebBr4JAihzJQR0CiIZJv,R&B,0.4322853313863863,0.4757085020242915,0.2904522613065326,0.33198605751975424,0.0,0.7249682212626138,10s
That's When I Think of You,1927,1988,spotify:track:33q2gObaCllLh0Yt05Tsu7,Rock,0.7923729038815936,0.5728744939271254,0.43618090452261304,0.0026410566939194828,0.11573604060913706,0.5648584526852459,80s
Shackles,Mary Mary,2015,spotify:track:0W2xX8viuvDNrvZjG6IdtX,R&B,0.6800336054986877,0.7995951417004049,0.8582914572864322,0.03602157212782663,0.0,0.4608995332999867,10s
Bootylicious,Destiny's Child,2001,spotify:track:41nT1Sp6ChR65FbsdLlFHW,R&B,0.8375092291247254,0.8502024291497976,0.6402010050251257,0.002832782749918345,1.1269035532994925e-06,0.4743911561035826,00s
If You're Not The One,Daniel Bedingfield,2002,spotify:track:5ydPIlHBSV0w2Mo2ichlmR,Pop,0.5014943634258551,0.6892712550607288,0.3075376884422111,0.5711390852657032,0.0,0.5506463588679885,00s
Put A Little Love In Your Heart,"Al Green, Annie Lennox",1994,spotify:track:3qkiG7zziOi89bxsihFjG4,R&B,0.7843486682828146,0.5880566801619432,0.8512562814070351,0.053377825618249934,0.0,0.4643412738111081,90s
Oh Yeah,Yello,1985,spotify:track:0dNiIiUZTj7P5fnzXPkQtk,Electronic,0.9187546145623627,0.7550607287449392,0.7376884422110552,0.004386772888014384,0.8121827411167514,0.6085089003409617,80s
The Mess I Made,Parachute,2009,spotify:track:0hwJDnHhXkieZLXACWYlwQ,Rock,0.5737124838148661,0.42813765182186236,0.17085427135678394,0.01594079047320897,0.0,0.7589909734618862,00s
Push,Matchbox Twenty,1996,spotify:track:2KVwlelhxKUy8LVV6JypH3,Rock,0.6740154287996035,0.4251012145748988,0.47839195979899496,0.006758121475368732,0.0,0.7710370652508111,90s
Cornflake Girl - 2015 Remaster,Tori Amos,1994,spotify:track:7bdsNVQUGs9O0Qc8FtTKPn,Rock,0.686051782197772,0.6285425101214575,0.8512562814070351,0.5227030290133592,0.0077258883248730965,0.6140202741461042,90s
Let Me Love the Lonely,James Arthur,2016,spotify:track:1hOHz9pmlqNVxHE1fyzbkr,Pop,0.38113082944417026,0.298582995951417,0.12261306532663316,0.7124109160017068,1.4720812182741118e-06,0.8173124136696756,10s
One Way Or Another,Blondie,1978,spotify:track:5Q7cE6wGHMehLFo2ppkk5D,Electronic,0.8746213187690782,0.45040485829959515,0.8381909547738693,0.004053775001279519,0.009228426395939087,0.7452836682529267,70s
Intentions (feat. Quavo),"Justin Bieber, Quavo",2020,spotify:track:4umIPjkehX1r7uhmGvXiSV,Hip Hop,0.5476337181188343,0.8157894736842106,0.8793969849246231,0.30070443785678197,0.0,0.6791150596797805,20s
Don't Wait,The Beautiful Girls,2010,spotify:track:4Lx9OsGvaVMQqaO8kz8gBs,Jazz,0.6950790472463982,0.6376518218623481,0.8150753768844222,0.07477041712970191,0.0,0.41313276399296966,10s
A Life To Remember,"Zephyr Alabama, Abishi Taylor",2021,spotify:track:7cxHcrLzGgCZb1VnhKYbEi,Unknown,0.6068124556598293,0.6548582995951417,0.1849246231155779,0.6599385217283341,0.10456852791878173,0.7984700316181228,20s
Just A Feeling,Maroon 5,2010,spotify:track:5bpjnItVAZvbTtFl8zMslP,Pop,0.6188488090579979,0.6082995951417004,0.2964824120603015,0.14126908602614935,0.0,0.6878937924768141,10s
Malibu,Hole,1998,spotify:track:5bVOX6eyHsML2sB4aMlZEi,Rock,0.9067182611641943,0.5344129554655871,0.6814070351758794,0.0008378226830249221,0.0,0.5615635597692656,90s
Lights Down Low,Jessie James Decker,2015,spotify:track:4idnt3XfyN98uq16wPW70d,Country,0.9267788501611417,0.5334008097165992,0.8532663316582915,0.31483162093038236,7.157360406091371e-06,0.7799764126050305,10s
Opinions Won't Keep You Warm At Night,Kisschasy,2007,spotify:track:1i7fXPo9EG1wNfXC3VrV91,Rock,0.9658969987051893,0.4392712550607287,0.7366834170854272,0.0006925145142678899,0.0,0.6603002115523168,00s
Achy Breaky Heart,Billy Ray Cyrus,1997,spotify:track:1zi3f2VL4eSFHvm0WC506q,Rock,0.7271759896415142,0.7753036437246964,0.9678391959798994,0.05660689603507287,0.0,0.5589248920440726,90s
Dangerous Woman,Ariana Grande,2016,spotify:track:6T506SFlFUVVNvnmCiVZR0,Pop,0.6198518385078452,0.6700404858299596,0.2623115577889447,0.05418509322245567,0.0,0.6150252623753516,10s
Burnin' for You,Blue Öyster Cult,1972,spotify:track:1uZOev7V8UkfhCKuMDnAdy,Rock,0.7071154006445668,0.5384615384615385,0.6964824120603015,0.13824183251037783,0.02395939086294416,0.6159476488323322,70s
All the Way,"Marcus Santoro, The Potbelleez",2014,spotify:track:2tA4QxWuga3lRPDBiEWVOn,Electronic,0.8385122585745728,0.4908906882591093,0.1949748743718593,0.012408994704808878,0.0,0.5874959272737285,10s
Hold Me Tight,Johnny Nash,2006,spotify:track:21ErYfB6YWSahxw9l9jBMA,Unknown,0.4373004786356232,0.7894736842105263,0.7688442211055276,0.6740657048019345,5.8883248730964467e-05,0.4150188377930642,00s
Heroes (we could be),Alesso,2014,spotify:track:0VYQK5I08homNvX8SRS37R,Electronic,0.7512486964378513,0.5222672064777328,0.35778894472361805,0.03127887495311793,0.0,0.577845286880544,10s
It's All Coming Back to Me Now,Céline Dion,1996,spotify:track:2JRicL2f8tJl9TiQlH7vbJ,Pop,0.43930653753531795,0.38866396761133604,0.28743718592964823,0.7598378877487938,0.0,0.4021054273953366,90s
Jumpin' Jack Flash - (Original Single Mono Version),The Rolling Stones,2005,spotify:track:6YEq8UF9EYlMrIVWc35CPH,Rock,0.9127364378632785,0.6072874493927125,0.6221105527638191,0.04096608620358676,0.5695431472081219,0.6303478911308641,00s
Every Morning - Remastered,Sugar Ray,2005,spotify:track:6Neq7tjnknt4URNI8txFL4,R&B,0.6760214876992983,0.8390688259109311,0.978894472361809,0.08455853683069645,0.001766497461928934,0.5044077223479094,00s
Judas,Lady Gaga,2011,spotify:track:7F25roCtYi55JouckaayPC,Electronic,0.9368091446596155,0.6720647773279352,0.5316582914572865,0.001087066555823443,2.7715736040609136e-05,0.6010793298242877,10s
positions,Ariana Grande,2020,spotify:track:7igeByaBM0MgGsgXtNxDJ7,Pop,0.8044092572797621,0.7449392712550608,0.678391959798995,0.4722488037505007,0.0,0.6608371230720517,20s
Everyone's at It,Lily Allen,2009,spotify:track:7N3HOrscxKMR3xgIXuTBB9,Electronic,0.9237697618115996,0.6508097165991903,0.6623115577889448,0.02098621299949481,1.888324873096447e-05,0.5369252866969846,00s
I Like That,"Houston, Chingy, Nate Dogg, I-20",2004,spotify:track:4MMqj7HaLL8BphbBZnlsdq,Hip Hop,0.5035004223255499,0.8066801619433199,0.3869346733668342,0.015537156671106101,0.0,0.49100787929127676,00s
You're The One That I Want - From “Grease”,"John Travolta, Olivia Newton-John",2005,spotify:track:2B4LcSLZTDmTIFgKpjScjR,Electronic,0.7683001970852567,0.7479757085020243,0.8663316582914573,0.19475056480477929,7.390862944162436e-05,0.48918605131405646,00s
You Are The Reason - Duet Version,"Calum Scott, Leona Lewis",2018,spotify:track:1x3W8RZxW94lrVGhP95qA6,R&B,0.35705812264783326,0.39979757085020245,0.1507537688442211,0.3834493672878698,0.0,0.7866946900827394,10s
Heather,Conan Gray,2020,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Rock,0.4262671546873021,0.36133603238866396,0.271356783919598,0.5893026063603323,0.0,0.4684346505256685,20s
Wild Wild West - Album Version - No Intro,"Will Smith, Dru Hill, Kool Moe Dee",2002,spotify:track:78ZzF9pK3foniEnK64XzX5,Hip Hop,0.6609760459515877,0.8562753036437247,0.6251256281407035,0.062055952363461585,0.0,0.4910858920761955,00s
The Night Out,Martin Solveig,2011,spotify:track:7iYg4I4Gy7RbK9jm4Katwy,Electronic,0.7863547271825093,0.6174089068825911,0.6311557788944724,0.0003433712754489094,0.0012081218274111675,0.5872848338557131,10s
Lay Me Down,"Sam Smith, John Legend",2015,spotify:track:6B76RwpMPJsHnhJexTHHcb,R&B,0.1965734106722534,0.4746963562753036,0.34472361809045227,0.9303731691372554,0.0,0.564775850912979,10s
Funhouse - Main Version - Clean,P!nk,2008,spotify:track:5ibhWB91OHgTVVwtVFMLKP,Electronic,0.8425243763739623,0.798582995951417,0.8251256281407034,0.0062132158425298595,0.0,0.4770573577528646,00s
Born Free,Matt Monro,1967,spotify:track:6aW8xArEW5crYL0IiQekvd,Pop,0.25675517766309586,0.18927125506072875,0.31155778894472363,0.8859734509059399,1.918781725888325e-06,0.4119166823457068,60s
Waking Up In Vegas,Katy Perry,2008,spotify:track:5tRifT4qX6gfmpEK2pUv4h,Pop,0.8806394954681624,0.5303643724696356,0.5919597989949749,0.001208156696454303,0.0,0.601088507798984,00s
One Day At A Time,"Thierry Von Der Warth, Jay Mason",2023,spotify:track:6UbNrW8X1v4oOR29vzSVqX,Electronic,0.7432244608390722,0.72165991902834,0.528643216080402,0.2260321844677515,0.00013705583756345178,0.560466791793055,20s
Call My Name,Cheryl,2012,spotify:track:5o7TXypciBNWzWLE6Hdzuz,Electronic,0.9428273213586996,0.7044534412955465,0.7035175879396984,0.0027419651444452,1.3604060913705584e-06,0.5874133255014615,10s
Cruel Summer,Taylor Swift,2019,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Pop,0.7041063122950246,0.5587044534412956,0.5668341708542713,0.11806014240523446,2.0913705583756343e-05,0.7801003152634308,10s
Love Sex Magic (feat. Justin Timberlake) (Manon Dave Remix),"Ciara, Manon Dave",2009,spotify:track:1tdtd7hLVqFwuyCQ2jpx9w,R&B,0.7883607860822042,0.7540485829959515,0.7879396984924624,0.10292387482637692,0.0,0.4906637052401646,00s
Last Friday Night (T.G.I.F.),Katy Perry,2010,spotify:track:3oHNJECGN3bBoGXejlw2b1,Pop,0.8124334928785412,0.659919028340081,0.735678391959799,0.0012989743019274484,2.9543147208121826e-05,0.5783133635900566,10s
Ambling Alp,Yeasayer,2010,spotify:track:4jLKNX5IIhGDYqDN7i8PbU,Electronic,0.8696061715198414,0.5890688259109311,0.4020100502512563,0.011702635551128859,2.0203045685279188e-05,0.4952068027148449,10s
One More Time - Radio Edit [Short Radio Edit],Daft Punk,2006,spotify:track:0ijhkvBpA7OBlY4clWSUZw,Electronic,0.6730123993497561,0.6568825910931174,0.535678391959799,0.035113396073095174,0.0,0.5638993543294801,00s
Slice of Heaven,"Dave Dobbyn, Herbs",1988,spotify:track:4qVIORNqKvlFvE4HMgnvVC,Rock,0.6509457514531138,0.8350202429149797,0.9748743718592965,0.3370314800460401,0.0,0.5605677495147146,80s
Last Night,The Mar-Keys,2017,spotify:track:3kNbJxEwvNJUdhCFmmGepa,R&B,0.5867518666628819,0.7064777327935222,0.8311557788944723,0.4389490150770141,0.9634517766497461,0.5800204668835728,10s
No Limit,2 Unlimited,1993,spotify:track:7voHUmPNDuYZ1SW1mwRu26,Electronic,0.9879636466018314,0.6578947368421053,0.7608040201005025,0.008796472175988213,0.004284263959390863,0.6472628984961888,90s
In The Summertime,"Shaggy, Rayvon",1995,spotify:track:726KAdf3k8Ce8W95O38XNI,Hip Hop,0.686051782197772,0.742914979757085,0.9668341708542714,0.2552956351202094,0.0,0.7966803265523397,90s
Streets Of Your Town,The Go-Betweens,1988,spotify:track:10vpPP0rDTRNJmQyvxyNRz,Rock,0.7843486682828146,0.6214574898785425,0.7648241206030151,0.012711720056386029,0.0019390862944162438,0.6052920202099003,80s
Peg,Steely Dan,1977,spotify:track:5DQAHkO9U4IZIombHefcqK,Rock,0.5676943071157817,0.8066801619433199,0.9437185929648241,0.06134959320978157,0.00036751269035533,0.5368013840385841,70s
One Said To The Other,The Living End,2003,spotify:track:100jpltwNaX9WPws7g4PU2,Rock,0.8756243482189257,0.5607287449392713,0.7437185929648241,0.002711692609287485,0.0,0.5837880254964137,00s
The Other Woman,Ray Parker Jr.,1982,spotify:track:7ubq5fqmcPhfg1Q8s3HbbA,Theme,0.5456276592191396,0.9200404858299596,0.9668341708542714,0.14026000152089216,0.006233502538071065,0.5778361089058478,80s
Carrie Anne,The Hollies,1978,spotify:track:7hbS99uuSAjqwFwcYgUdEV,Rock,0.6108245734592189,0.5617408906882592,0.8532663316582915,0.19172331128900777,0.0,0.5496551376007857,70s
Complicated,Avril Lavigne,2002,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,Electronic,0.7783304915837304,0.5921052631578947,0.4291457286432161,0.05771688899085576,7.85786802030457e-06,0.3578813563211006,00s
Reelin' and Rockin' - 2019 - Remaster,The Dave Clark Five,2020,spotify:track:3MeP8rMjztb9MpAlBaO6cU,British invasion,0.7883607860822042,0.5414979757085021,0.9557788944723618,0.24621387457289487,1.2182741116751268e-06,0.4182953747596518,20s
When I Get There,P!nk,2023,spotify:track:24dotUzOINUEH3iTUlhDXX,Electronic,0.4042005067906599,0.5688259109311742,0.5507537688442211,0.7870831693907374,0.0,0.3786740579956221,20s
